,Make,Model,Year of Manufacture,Color,Price,Location,Trim,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Interior Color,Seats,Registered Car,Second Condition,Body,Exchange Possible,VIN Chassis number
658,Lexus,RX 350,2015,Black,26500000.0,Lagos,,,,,,Black,,No,"Original parts, Unpainted, No faults",,No,
659,Lexus,GX,2015,White,55000000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,,7,No,"No faults, Unpainted, Original parts",SUV,,
660,Lexus,ES,2008,Silver,10500000.0,Lagos,350,Front,,6,,Black,5,No,"Original parts, Unpainted, No faults",Sedan,No,
661,Mercedes-Benz,GLK-Class,2013,Black,17500000.0,Abuja,,,,,,Black,,Yes,,,,
662,Toyota,Highlander,2016,White,33000000.0,Lagos,Limited V6 4x2 (3.5L 6cyl 6A),Front Wheel,3500cc,6,270hp,White,7,No,No faults,SUV,No,
663,Mercedes-Benz,M Class,2013,White,26000000.0,Lagos,,,,,,,,No,,,,
664,Mercedes-Benz,GLC-Class,2016,Red,46500000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Beige,,,"No faults, Original parts",,,
665,Mercedes-Benz,GLA-Class,2015,Black,29500000.0,Lagos,GLA250 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 7AM),All Wheel,2000cc,4,208hp,Black,,No,"Original parts, Unpainted, No faults",SUV,,
666,Lexus,GX,2015,Gray,42000000.0,Lagos,460 Base,4x4,4600cc,8,301hp,,7,,No faults,SUV,,
667,Lexus,RX,2015,White,32000000.0,Lagos,350 F Sport AWD,All Wheel,3500cc,6,270hp,Black,5,No,No faults,SUV,,
668,Toyota,Camry,2018,Gold,27500000.0,Abuja,LE FWD (2.5L 4cyl 8AM),Front,2500cc,4,203hp,Other,5,No,No faults,Sedan,Yes,
669,Mercedes-Benz,GLC-Class,2017,Gray,75500000.0,Lagos,"GLC43 AMG 4Matic Sport Utility 4-Door (3.0L, 6cyl Turbo)",,3000cc,6,,Black,,No,No faults,,,
670,Lexus,RX,2013,White,27000000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Other,5,,,SUV,Yes,
671,Lexus,RX,2009,Blue,14000000.0,Lagos,350 AWD,All Wheel,3400cc,6,274hp,Other,5,No,No faults,SUV,No,
672,Lexus,GX,2013,Silver,36500000.0,Lagos,460 Premium,,4600cc,8,301hp,White,7,No,"Original parts, Unpainted, No faults",SUV,Yes,
673,Toyota,Tacoma,2015,Gray,21850000.0,Lagos,V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),All Wheel,4000cc,6,236hp,Other,,No,"Unpainted, No faults",Pickup,No,
674,Mercedes-Benz,C300,2012,Black,14500000.0,Lagos,Luxury 4Matic Sedan AWD (3.0L 6cyl 7A),All Wheel,3000cc,6,228hp,Gray,5,,No faults,Sedan,,
675,Toyota,Sequoia,2013,Black,58000000.0,Lagos,Limited 4dr SUV 4WD (5.7L 8cyl 6A),,5700cc,8,,Other,,No,No faults,SUV,,
676,Lexus,RX 350,2016,Red,51000000.0,Abuja,,,,,,Black,,No,,,,
677,Toyota,Sienna,2011,Green,12500000.0,Lagos,LE 7 Passenger,All Wheel,3500cc,6,270hp,Brown,7,No,,Minivan,Yes,
678,Toyota,Camry,2008,Red,6800000.0,Ondo,LE 4dr Sedan (2.4L 4cyl 5A),Front,2400cc,4,158hp,Beige,5,Yes,"First owner, Original parts, No faults",Sedan,Yes,
679,Lexus,ES,2011,Black,15000000.0,Lagos,350,,,,,Black,,No,No faults,,,
680,Mercedes-Benz,GLC-Class,2017,Black,40000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,No,No faults,,,
681,Lexus,RX,2014,Gray,29500000.0,Lagos,350 F Sport AWD,All Wheel,3500cc,6,270hp,Black,5,No,No faults,SUV,,
682,Mercedes-Benz,GLK-Class,2013,Gray,21000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
683,Lexus,RX,2015,Silver,27000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted, Original parts",,,
684,Toyota,Camry,2012,Black,11500000.0,Abuja,,,,,,Other,,Yes,,,,
685,Toyota,Venza,2013,Black,23500000.0,Lagos,XLE AWD,All Wheel,2700cc,4,181hp,Black,5,,No faults,Crossover,,
686,Toyota,Highlander,2020,Black,55000000.0,Lagos,Limited AWD,All Wheel,3500cc,6,295hp,,7 or 8,,No faults,SUV,,
687,Mercedes-Benz,M Class,2014,White,28000000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
688,Lexus,ES,2011,Silver,16500000.0,Lagos,350,Front,,6,,Other,5,No,,Sedan,No,
689,Lexus,RX 350,2013,White,25500000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted, Original parts",,No,
690,Mercedes-Benz,GLE-Class,2019,White,110000000.0,Lagos,GLE 350 4MATIC,All Wheel,2000cc,4,255hp,Black,5,No,No faults,SUV,,
691,Toyota,Corolla,2012,Gray,12000000.0,Lagos,S 4dr Sedan (1.8L 4cyl 4A),Front,1800cc,4,132hp,Black,5,No,No faults,Sedan,Yes,
692,Lexus,RX,2016,Gray,56000000.0,Lagos,,,,,,Red,,,,,,
693,Lexus,RX 350,2016,Silver,41800000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted, Original parts",,,
694,Mercedes-Benz,M Class,2013,White,26500000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Brown,5,No,,SUV,,
695,Toyota,Highlander,2012,Blue,15500000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Other,5,No,"Unpainted, No faults",SUV,No,
696,Lexus,LX,2015,Black,55000000.0,Lagos,570 AWD,All Wheel,5700cc,8,370hp,Black,8,No,No faults,SUV,No,
697,Lexus,GX,2007,Gray,13500000.0,Lagos,,,,,,,,,No faults,,,
698,Mercedes-Benz,M Class,2015,Black,31800000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Black,5,,No faults,SUV,,
699,Lexus,RX 350,2016,Red,45000000.0,Lagos,,,,,,Beige,,No,No faults,,Yes,
700,Mercedes-Benz,GLA 250,2016,Black,26500000.0,Lagos,,,,,,Beige,,No,"No faults, Unpainted, Original parts",,,
701,Toyota,Sienna,2017,Black,27500000.0,Lagos,XLE Premium 7 Passenger (3.5L 6cyl 8A),Front Wheel,3000cc,6,296hp,Beige,5,,"Original parts, Unpainted, No faults",Minivan,,
702,Toyota,Tacoma,2018,Black,37550000.0,Lagos,Limited,,3500cc,6,278hp,Brown,5,No,"No faults, Unpainted, Original parts",Pickup,,
703,Lexus,ES,2008,Black,12000000.0,Lagos,350,Front,,6,,Black,5,No,No faults,Sedan,,
704,Lexus,GX,2013,Gray,35000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted, Original parts",,,
705,Lexus,RX,2014,Burgundy,26500000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Beige,5,No,"Unpainted, No faults",SUV,No,
706,Mercedes-Benz,GLK-Class,2012,White,17800000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,,5,No,"Original parts, Unpainted, No faults",SUV,No,
707,Mercedes-Benz,GLK-Class,2015,Red,28000000.0,Abuja,,,,,,,,,,,,
708,Lexus,LX,2002,White,21000000.0,Lagos,470 AWD,,,,,,,No,No faults,,,
709,Toyota,Tundra,2011,White,22000000.0,Lagos,Double Cab 4x4 Limited,All Wheel,5700cc,8,386hp,Black,5,No,,Pickup,No,
710,Mercedes-Benz,GLA-Class,2016,White,26500000.0,Lagos,"GLA250 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Black,,No,"Unpainted, No faults",,No,
711,Lexus,ES,2014,Gray,23000000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
712,Lexus,GX,2020,Gray,95000000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Black,7,No,No faults,SUV,No,
713,Toyota,Tundra,2018,Brown,42000000.0,Lagos,,,,,,Other,,No,,,,
714,Lexus,RX,2012,Black,18980000.0,Lagos,350 FWD,Front Wheel,3500cc,6,,Black,5,No,"Original parts, Unpainted, No faults",SUV,,
715,Pontiac,Vibe,2006,Other,5500000.0,Kano,,,,,,,,,No faults,,,
716,Toyota,Venza,2010,Gray,22800000.0,Lagos,V6 AWD,All Wheel,3500cc,6,273hp,,5,No,,Crossover,,
717,Mercedes-Benz,GLC-Class,2016,Red,36500000.0,Lagos,,,,,,,,,,,,
718,Lexus,GX,2012,Gray,33000000.0,Lagos,460,All Wheel,4600cc,8,305hp,Black,7,,"No faults, Unpainted, Original parts",SUV,,
719,Mercedes-Benz,GLK-Class,2012,Silver,18500000.0,Lagos,,,,,,Black,,No,,,,
720,Lexus,RX,2008,Gold,12800000.0,Lagos,350 AWD,All Wheel,3400cc,6,274hp,Other,5,No,"Original parts, Unpainted, No faults",SUV,No,
721,Mercedes-Benz,M Class,2013,Matt Black,28000000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
722,Toyota,RAV4,2008,White,12950000.0,Abuja,Limited V6 4x4,All Wheel,3500cc,6,269hp,Gray,5,,No faults,SUV,,
723,Hyundai,Santa Fe,2008,Blue,8500000.0,Lagos,3.3 SE 4WD,All Wheel,3300cc,6,245hp,Other,5,No,No faults,SUV,,
724,Toyota,Corolla,2017,Pearl,18000000.0,Lagos,SE Special Edition 4dr Sedan (1.8L 4cyl CVT),Front,1800cc,4,132hp,Blue,5,No,No faults,Sedan,Yes,
725,Toyota,Camry,2013,Black,14000000.0,Ondo,SE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,4,178hp,Black,5,No,No faults,Sedan,,
726,Toyota,Highlander,2011,Black,22200000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Black,7,No,"No faults, Unpainted, Original parts",SUV,,
727,Toyota,Highlander,2021,Black,60000000.0,Lagos,XLE,Front Wheel,3500cc,6,295hp,Black,8,No,No faults,SUV,No,
728,Mercedes-Benz,C300,2016,Gray,30000000.0,Lagos,,,,,,Black,,No,No faults,,,
729,Mercedes-Benz,GLC-Class,2017,Black,43000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Violet,,No,"No faults, Unpainted, Original parts",,No,
730,Toyota,RAV4,2020,Silver,48000000.0,Lagos,,,,,,Black,,,"No faults, Unpainted",,,
731,Toyota,Highlander,2021,Blue,60500000.0,Lagos,XLE,Front Wheel,3500cc,6,295hp,Gray,8,No,No faults,SUV,,
732,Toyota,Camry,2008,Red,8000000.0,Enugu,,,,,,Black,,Yes,"No faults, Unpainted",,Yes,
733,Lexus,ES,2011,Gold,15000000.0,Lagos,350,Front,,6,,Other,5,No,No faults,Sedan,,
734,Mercedes-Benz,C300,2014,Red,13500000.0,Lagos,Luxury 4Matic Sedan AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,248hp,Other,5,No,"Unpainted, No faults",Sedan,No,
735,Lexus,GX,2012,Burgundy,35900000.0,Lagos,460,All Wheel,4600cc,8,305hp,Other,7,,"No faults, Original parts",SUV,,
736,Toyota,Tacoma,2019,Black,36000000.0,Lagos,TRD Off Road,,3500cc,6,278hp,Black,,No,"Original parts, Unpainted, No faults",Pickup,No,
737,Toyota,Tacoma,2014,White,23000000.0,Lagos,V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),All Wheel,4000cc,6,236hp,Other,,,"No faults, Original parts",Pickup,,
738,Mercedes-Benz,C300,2014,White,14000000.0,Lagos,Luxury 4Matic Sedan AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,248hp,Beige,5,No,"No faults, Original parts, Unpainted",Sedan,Yes,
739,Toyota,Camry,2013,Gray,13050000.0,Lagos,SE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,4,178hp,Black,5,No,,Sedan,,
740,Lexus,RX 350,2022,Purple,75500000.0,Lagos,,,,,,Black,,No,No faults,,No,
741,Lexus,ES,2010,Silver,14500000.0,Lagos,350,Front,,6,,,5,No,No faults,Sedan,,
742,Toyota,Highlander,2020,Silver,58000000.0,Lagos,XLE AWD,All Wheel,3500cc,6,295hp,Black,7 or 8,No,No faults,SUV,No,
743,Lexus,ES,2011,Gold,14850000.0,Lagos,350,Front,,6,,,5,No,Unpainted,Sedan,,
744,Lexus,ES,2008,Gold,13000000.0,Lagos,350,Front,,6,,,5,No,"No faults, Unpainted",Sedan,No,
745,Mercedes-Benz,GLA 250,2016,Blue,33000000.0,Lagos,,,,,,Brown,,No,No faults,,No,
746,Mercedes-Benz,C300,2015,Black,25000000.0,Abuja,Sport 4dr RWD Sedan (2.0L 4cyl 7A),Rear Wheel,2000cc,4,241hp,Black,5,No,No faults,Sedan,,
747,Toyota,Highlander,2019,Gray,47000000.0,Lagos,XLE,,,,295hp,Gray,,No,No faults,,,
748,Toyota,Hilux,2022,Black,82000000.0,Lagos,,,,,,Red,,No,,,,
749,Lexus,ES,2008,Gray,13000000.0,Lagos,350,Front,,6,,,5,No,"No faults, Unpainted, Original parts",Sedan,,
750,Lexus,RX,2018,Black,64500000.0,Lagos,350L Luxury FWD,Front Wheel,3500cc,6,290hp,Other,5,No,No faults,SUV,,
751,Mercedes-Benz,GLA-Class,2017,Green,31000100.0,Lagos,"GLA250 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,No,"No faults, Unpainted",,,
752,Lexus,RX,2009,Black,15000000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
753,Lexus,LX,2016,Blue,109000000.0,Lagos,,,,,,Beige,,No,,,,
754,Mercedes-Benz,GLK-Class,2013,Silver,21000000.0,Abuja,350 4MATIC,All Wheel,3500cc,6,302hp,Beige,5,No,No faults,SUV,,
755,Mercedes-Benz,M Class,2012,Black,27000000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
756,Toyota,Tacoma,2008,Silver,16550000.0,Lagos,4x4 Double Cab,All Wheel,4000cc,6,239hp,,5,No,"No faults, Unpainted, Original parts",Pickup,,
757,Lexus,RX,2018,Red,45000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,295hp,Other,5,No,"No faults, Unpainted, Original parts",SUV,,
758,Toyota,Avalon,2016,Black,21800000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,,
759,Toyota,Tacoma,2015,Black,21500000.0,Lagos,V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),All Wheel,4000cc,6,236hp,Other,,No,"Unpainted, No faults",Pickup,No,
760,Lexus,RX 350,2017,Gray,43000000.0,Lagos,,,,,,Black,,No,No faults,,Yes,
761,Honda,Civic,2014,White,14999999.0,Abuja,,,,,,,,,,,,
762,Mercedes-Benz,GLA 250,2017,White,24000000.0,Lagos,,,,,,Purple,,No,No faults,,,
763,Toyota,C-HR,2018,White,30000000.0,Abuja,XLE Prermium FWD (2.0L 4cyl 2AM),Front Wheel,2000cc,4,,Black,,,"No faults, Unpainted, Original parts",,,
764,Mercedes-Benz,M Class,2015,Black,31000000.0,Lagos,,,,,,Beige,,No,,,,
765,Mercedes-Benz,GLC-Class,2018,Black,50100000.0,Lagos,,,,,,,,No,"Original parts, Unpainted, No faults",,,
766,Lexus,RX 350,2017,Blue,41000000.0,Lagos,,,,,,,,,,,,
767,Mercedes-Benz,GLA 250,2016,Red,29500000.0,Lagos,,,,,,,,No,No faults,,,
768,Lexus,RX,2010,Silver,22000000.0,Lagos,350,All Wheel,3500cc,6,279hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
769,Mercedes-Benz,GLK-Class,2015,Black,27000000.0,Lagos,Base GLK 350 4dr 4x2 (3.5L 6cyl 7A),Rear Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
770,Toyota,Venza,2015,White,23500000.0,Lagos,Limited 4dr Wagon AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,268hp,Beige,5,No,,SUV,Yes,
771,Toyota,Highlander,2008,White,16000000.0,Lagos,Limited,Front Wheel,3500cc,6,275hp,Violet,7,No,"No faults, Unpainted",SUV,No,
772,Mercedes-Benz,GLK-Class,2011,Red,23480000.0,Lagos,,,,,,,,No,,,,
773,Lexus,RX,2013,Black,25000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,No,
774,Toyota,Highlander,2016,Gold,31500000.0,Lagos,,,,,,,,,No faults,,,
775,Mercedes-Benz,GLK-Class,2011,Black,16200000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Beige,5,No,"No faults, Unpainted, Original parts",SUV,,
776,Mercedes-Benz,GLC-Class,2017,White,37500000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,No,"No faults, Unpainted, Original parts",,,
777,Toyota,Avalon,2016,Silver,21500000.0,Lagos,XLE FWDSedan (3.6L 6cyl 6A),Front Wheel,3600cc,6,268hp,Black,5,No,No faults,Sedan,,
778,Mercedes-Benz,GLC-Class,2018,Gray,55000000.0,Lagos,,,,,,Black,,No,No faults,,,
779,Kia,Optima,2012,Black,10500000.0,Oyo,"EX 4dr Sedan (2,4L 4cyl 6A)",,2400cc,4,,Gray,,No,,Sedan,,
780,Toyota,Sequoia,2010,Silver,21800000.0,Lagos,Limited 4dr SUV 4WD (5.7L 8cyl 6A),,5700cc,8,,Other,,No,"No faults, Unpainted, Original parts",SUV,,
781,Lexus,RX,2012,Silver,22000000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
782,Toyota,Tacoma,2017,Black,41000000.0,Lagos,Limited,,3500cc,6,278hp,,5,No,"Original parts, Unpainted, No faults",Pickup,,
783,Mercedes-Benz,GLK-Class,2012,Silver,16000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Other,5,No,No faults,SUV,,
784,Lexus,RX 350,2017,Silver,46500000.0,Lagos,,,,,,Gray,,No,"No faults, Unpainted, Original parts",,Yes,
785,Lexus,ES,2014,Black,26500000.0,Abuja,,,,,,,,,,,,
786,Mercedes-Benz,GLE-Class,2016,White,43300000.0,Lagos,GLE 350,,,,,Other,,No,No faults,,No,
787,Toyota,Hilux,2013,Black,25000000.0,Lagos,,,,,,,,Yes,No faults,,No,
788,Lexus,ES,2013,Black,24000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Other,5,No,,Sedan,,
789,Mercedes-Benz,M Class,2011,Black,12500000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted, Original parts",,,
790,Toyota,Tacoma,2015,Silver,26500000.0,Lagos,V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A),All Wheel,4000cc,6,236hp,,,No,"Original parts, Unpainted, No faults",Pickup,,
791,Lexus,RX 350,2022,Black,74000000.0,Lagos,,,,,,Black,,No,No faults,,No,
792,Honda,CR-V,2017,Green,33500000.0,Lagos,EX-L 4dr SUV AWD (1.5L 4cyl CVT),All Wheel,1500cc,4,,Black,5,No,"No faults, Unpainted, Original parts",SUV,Yes,
793,Toyota,Venza,2011,Silver,13000000.0,Lagos,V6,Front Wheel,3500cc,6,273hp,Other,5,Yes,"First owner, First registration, No faults",Crossover,Yes,
794,Mercedes-Benz,GLC-Class,2017,Black,36850000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Black,,No,"Unpainted, No faults",,,
795,Toyota,Sequoia,2013,Black,22000000.0,Lagos,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),,5700cc,8,,Orange,,,"Original parts, Unpainted, No faults",SUV,,
796,Lexus,ES,2009,Gold,12300000.0,Lagos,350,Front,,6,,Brown,5,No,No faults,Sedan,,
797,Lexus,RX 350,2010,Black,22500000.0,Lagos,,,,,,Brown,,No,No faults,,,
798,Mercedes-Benz,M Class,2015,Black,28500000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,,5,No,"Original parts, Unpainted, No faults",SUV,,
799,Lexus,ES,2013,Blue,21500000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,,5,,No faults,Sedan,,
800,Toyota,Camry,2018,Blue,32500000.0,Abuja,SE FWD (2.5L 4cyl 8AM),Front,2500cc,4,203hp,Black,5,,No faults,Sedan,,
801,Lexus,NX,2016,White,35000000.0,Lagos,200 FWD,Front Wheel,2000cc,4,150hp,Brown,5,,"No faults, Original parts",SUV,,
802,Mercedes-Benz,M Class,2015,Blue,27000000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Beige,5,No,No faults,SUV,No,
803,Mercedes-Benz,GLK-Class,2014,Gray,28000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Other,5,No,"Original parts, Unpainted, No faults",SUV,No,
804,Mercedes-Benz,M Class,2015,Black,40000000.0,Lagos,,,,,,Beige,,No,"No faults, Unpainted",,,
805,Lexus,GX,2015,Silver,49500000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Black,7,No,No faults,SUV,No,
806,Lexus,RX 350,2015,Black,26500000.0,Lagos,,,,,,Black,,No,"Original parts, Unpainted, No faults",,No,
807,Lexus,RX 350,2014,White,24500000.0,Lagos,,,,,,Brown,,No,,,,
808,Toyota,Camry,2011,Green,12500000.0,Lagos,LE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,4,169hp,Gray,5,No,,Sedan,Yes,
809,Toyota,RAV4,2007,Black,9800000.0,Lagos,Limited V6 4x4,All Wheel,3500cc,6,269hp,,5,No,,SUV,,
810,Toyota,Camry,2008,Red,6350000.0,Lagos,2.4 LE,Front,,,158hp,,5,Yes,"No faults, Original parts",,,
811,Mercedes-Benz,M Class,2012,Brown,25500000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Orange,5,,No faults,SUV,,
812,Mercedes-Benz,M Class,2014,Brown,29800000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Other,5,No,No faults,SUV,,
813,Toyota,Tacoma,2015,Green,25000000.0,Lagos,4dr Double Cab 5.0 ft. SB (2.7L 4cyl 4A),Rear Wheel,2700cc,4,159hp,Gray,,No,"No faults, Unpainted, Original parts",Pickup,No,
814,Lexus,ES,2014,Silver,26000000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
815,Lexus,RX 350,2017,Gray,46500000.0,Lagos,,,,,,Gray,,No,No faults,,,
816,Lexus,RX 350,2015,Gray,28500000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted, Original parts",,Yes,
817,Toyota,Highlander,2010,Gray,15000000.0,Abuja,Limited,Front Wheel,3500cc,6,274hp,Other,7,No,"Original parts, Unpainted, No faults",SUV,,
818,Lexus,ES,2007,Red,7500000.0,Lagos,350,,,,,Gray,,Yes,No faults,Sedan,No,
819,Lexus,ES,2014,Silver,22000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Black,5,No,No faults,Sedan,,
820,Lexus,RX,2013,Gray,28000000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Other,5,,No faults,SUV,,
821,Toyota,Highlander,2010,Silver,14500000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Other,7,No,"No faults, Unpainted, Original parts",SUV,,
822,Toyota,4-Runner,2008,Gold,14300000.0,Lagos,Limited,All Wheel,4000cc,6,260hp,,5,,"Unpainted, No faults",SUV,,
823,Mercedes-Benz,GLC-Class,2016,White,38000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Brown,,No,"Original parts, Unpainted, No faults",,,
824,Lexus,RX 350,2014,Black,26500000.0,Lagos,,,,,,Black,,No,No faults,,Yes,
825,Mercedes-Benz,GLE-Class,2016,White,36000000.0,Lagos,GLE 350d 4MATIC,All Wheel,3000cc,6,254hp,White,5,,No faults,SUV,,
826,Lexus,ES,2004,Silver,6600000.0,Imo,,,,,,Violet,,Yes,First owner,,,
827,Lexus,RX,2013,Gray,28000000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Other,5,,No faults,SUV,,
828,Toyota,Highlander,2010,Silver,14500000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Other,7,No,"No faults, Unpainted, Original parts",SUV,,
829,Lexus,ES,2011,Silver,14000000.0,Lagos,350,Front,,6,,Black,5,No,No faults,Sedan,,
830,Lexus,RX 350,2017,Gray,57500000.0,Lagos,,,,,,,,No,"No faults, Unpainted, Original parts",,,
831,Mercedes-Benz,GLE-Class,2016,Silver,47500000.0,Lagos,GLE 400 4MATIC,All Wheel,3000cc,6,328hp,Gray,5,No,"No faults, Unpainted, Original parts",SUV,Yes,
832,Mercedes-Benz,GLC-Class,2016,Gray,37999999.0,Lagos,"GLC300 Base Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Black,,,,,,
833,Lexus,ES,2004,Red,6300000.0,Enugu,,,,,,,,Yes,,,,
834,Lexus,RX,2015,Silver,29000000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Other,5,No,No faults,SUV,,
835,Mercedes-Benz,GLC-Class,2016,White,44000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Black,,No,No faults,,,
836,Toyota,Highlander,2018,Black,45000000.0,Lagos,Limited 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Black,7-8,No,,SUV,,
837,Toyota,4-Runner,2011,Black,31550000.0,Lagos,Limited 4WD,All Wheel,4000cc,6,270hp,Black,5,,"No faults, Unpainted, Original parts",SUV,,
838,Mercedes-Benz,GLK-Class,2014,Black,22000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Other,5,No,No faults,SUV,,
839,Toyota,Corolla,2012,White,12000000.0,Lagos,L 4dr Sedan (1.8L 4cyl 5M),Front,1800cc,4,132hp,Beige,,No,No faults,Sedan,Yes,
840,Lexus,ES,2008,Red,9000000.0,Enugu,350,,,,,Beige,,Yes,No faults,,,
841,Hyundai,Santa Fe,2013,Black,16900000.0,Lagos,Sport 2.0T,Front Wheel,2000cc,4,264hp,Gray,5,No,,SUV,,
842,Mercedes-Benz,GLC-Class,2016,Blue,36000000.0,Lagos,,,,,,,,,No faults,,,
843,Mercedes-Benz,GLC-Class,2016,Black,43500000.0,Lagos,"GLC300 Base Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Black,,No,No faults,,,
844,Toyota,4-Runner,2009,Gray,12550000.0,Lagos,Limited V6,Rear Wheel,4000cc,6,236hp,Gray,5,,"No faults, Unpainted, Original parts",SUV,,
845,Lexus,ES,2009,Gray,11800000.0,Lagos,350,Front,,6,,Violet,5,,"No faults, Unpainted, Original parts",Sedan,,
846,Mercedes-Benz,GLK-Class,2011,Black,18000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,No faults,SUV,,
847,Toyota,Land Cruiser Prado,2021,Black,85000000.0,Lagos,2.8,All Wheel,2800cc,4,177hp,Black,7,,No faults,SUV,,
848,Lexus,RX,2019,Blue,61500000.0,Lagos,350 AWD,All Wheel,3500cc,6,295hp,Brown,5,No,"No faults, Unpainted",SUV,Yes,
849,Land Rover,Lr3,2006,Silver,5500000.0,Lagos,HSE,,,,,Black,,Yes,,,No,
